,"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations,Name of the Political Party
4724,05-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13819,1000000,ALL INDIA TRINAMOOL CONGRESS
4725,05-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13825,1000000,ALL INDIA TRINAMOOL CONGRESS
4726,05-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13817,1000000,ALL INDIA TRINAMOOL CONGRESS
4727,05-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13821,1000000,ALL INDIA TRINAMOOL CONGRESS
4728,05-07-2021,PURULIA BOTTLING PVT LTD,13811,1000000,ALL INDIA TRINAMOOL CONGRESS
4729,05-07-2021,PURULIA BOTTLING PVT LTD,13809,1000000,ALL INDIA TRINAMOOL CONGRESS
4730,05-07-2021,PURULIA BOTTLING PVT LTD,13803,1000000,ALL INDIA TRINAMOOL CONGRESS
4731,05-07-2021,PURULIA BOTTLING PVT LTD,13801,1000000,ALL INDIA TRINAMOOL CONGRESS
4732,05-07-2021,PURULIA BOTTLING PVT LTD,13813,1000000,ALL INDIA TRINAMOOL CONGRESS
4733,05-07-2021,PURULIA BOTTLING PVT LTD,13807,1000000,ALL INDIA TRINAMOOL CONGRESS
4734,05-07-2021,PURULIA BOTTLING PVT LTD,13805,1000000,ALL INDIA TRINAMOOL CONGRESS
4735,05-07-2021,PURULIA BOTTLING PVT LTD,1368,100000,ALL INDIA TRINAMOOL CONGRESS
4736,05-07-2021,PURULIA BOTTLING PVT LTD,1376,100000,ALL INDIA TRINAMOOL CONGRESS
4737,05-07-2021,PURULIA BOTTLING PVT LTD,1370,100000,ALL INDIA TRINAMOOL CONGRESS
4738,05-07-2021,PURULIA BOTTLING PVT LTD,1374,100000,ALL INDIA TRINAMOOL CONGRESS
4739,05-07-2021,PURULIA BOTTLING PVT LTD,1372,100000,ALL INDIA TRINAMOOL CONGRESS
4740,06-07-2021,ABHAY SHUKLA,12768,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4741,06-07-2021,ABHAY SHUKLA,12770,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4742,06-07-2021,ABHINANDANSTOCKBROKINGPVTLTD,8232,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4743,06-07-2021,ABHINANDANSTOCKBROKINGPVTLTD,8234,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4744,06-07-2021,ABHINANDANSTOCKBROKINGPVTLTD,8236,10000000,ALL INDIA TRINAMOOL CONGRESS
4745,06-07-2021,ABHINANDANSTOCKBROKINGPVTLTD,8239,10000000,ALL INDIA TRINAMOOL CONGRESS
4746,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13946,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4747,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13808,1000000,ALL INDIA TRINAMOOL CONGRESS
4748,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13944,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4749,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13804,1000000,ALL INDIA TRINAMOOL CONGRESS
4750,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13950,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4751,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13806,1000000,ALL INDIA TRINAMOOL CONGRESS
4752,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13942,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4753,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,13802,1000000,ALL INDIA TRINAMOOL CONGRESS
4754,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1387,100000,ALL INDIA TRINAMOOL CONGRESS
4755,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1383,100000,ALL INDIA TRINAMOOL CONGRESS
4756,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1379,100000,ALL INDIA TRINAMOOL CONGRESS
4757,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1385,100000,ALL INDIA TRINAMOOL CONGRESS
4758,06-07-2021,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY B S PROGRESSIVE PVT,1381,100000,ALL INDIA TRINAMOOL CONGRESS
4759,06-07-2021,HALDIA ENERGY LIMITED,8303,10000000,ALL INDIA TRINAMOOL CONGRESS
4760,06-07-2021,HALDIA ENERGY LIMITED,8286,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4761,06-07-2021,HALDIA ENERGY LIMITED,8301,10000000,ALL INDIA TRINAMOOL CONGRESS
4762,06-07-2021,HALDIA ENERGY LIMITED,8246,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4763,06-07-2021,HALDIA ENERGY LIMITED,8292,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4764,06-07-2021,HALDIA ENERGY LIMITED,8300,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4765,06-07-2021,HALDIA ENERGY LIMITED,8276,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4766,06-07-2021,HALDIA ENERGY LIMITED,8248,10000000,ALL INDIA TRINAMOOL CONGRESS
4767,06-07-2021,HALDIA ENERGY LIMITED,8244,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4768,06-07-2021,HALDIA ENERGY LIMITED,8284,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4769,06-07-2021,HALDIA ENERGY LIMITED,8250,10000000,ALL INDIA TRINAMOOL CONGRESS
4770,06-07-2021,HALDIA ENERGY LIMITED,8298,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4771,06-07-2021,HALDIA ENERGY LIMITED,8294,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4772,06-07-2021,HALDIA ENERGY LIMITED,8282,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4773,06-07-2021,HALDIA ENERGY LIMITED,8296,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4774,06-07-2021,HALDIA ENERGY LIMITED,8290,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4775,06-07-2021,HALDIA ENERGY LIMITED,8280,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4776,06-07-2021,HALDIA ENERGY LIMITED,8278,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4777,06-07-2021,HALDIA ENERGY LIMITED,8305,10000000,ALL INDIA TRINAMOOL CONGRESS
4778,06-07-2021,HALDIA ENERGY LIMITED,8288,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4779,06-07-2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,8242,10000000,ALL INDIA TRINAMOOL CONGRESS
4780,06-07-2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13849,1000000,ALL INDIA TRINAMOOL CONGRESS
4781,06-07-2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13843,1000000,ALL INDIA TRINAMOOL CONGRESS
4782,06-07-2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13847,1000000,ALL INDIA TRINAMOOL CONGRESS
4783,06-07-2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13851,1000000,ALL INDIA TRINAMOOL CONGRESS
4784,06-07-2021,M/S. K.D. LIQUOR FERTILIZER PRIVATE L,13845,1000000,ALL INDIA TRINAMOOL CONGRESS
4785,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13810,1000000,ALL INDIA TRINAMOOL CONGRESS
4786,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13818,1000000,ALL INDIA TRINAMOOL CONGRESS
4787,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13812,1000000,ALL INDIA TRINAMOOL CONGRESS
4788,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13814,1000000,ALL INDIA TRINAMOOL CONGRESS
4789,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13824,1000000,ALL INDIA TRINAMOOL CONGRESS
4790,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13948,1000000,ALL INDIA TRINAMOOL CONGRESS
4791,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13820,1000000,ALL INDIA TRINAMOOL CONGRESS
4792,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13816,1000000,ALL INDIA TRINAMOOL CONGRESS
4793,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13822,1000000,ALL INDIA TRINAMOOL CONGRESS
4794,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13831,1000000,ALL INDIA TRINAMOOL CONGRESS
4795,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13835,1000000,ALL INDIA TRINAMOOL CONGRESS
4796,06-07-2021,M/S. RAMESH AGARWAL C S BOTTLING PL,13833,1000000,ALL INDIA TRINAMOOL CONGRESS
4797,06-07-2021,MKJ ENTERPRISES LTD,8241,10000000,ALL INDIA TRINAMOOL CONGRESS
4798,06-07-2021,MKJ ENTERPRISES LTD,8245,10000000,ALL INDIA TRINAMOOL CONGRESS
4799,06-07-2021,MKJ ENTERPRISES LTD,8243,10000000,ALL INDIA TRINAMOOL CONGRESS
4800,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6868,10000000,BHARATIYA JANATA PARTY
4801,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6870,10000000,BHARATIYA JANATA PARTY
4802,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6866,10000000,BHARATIYA JANATA PARTY
4803,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6852,10000000,BHARATIYA JANATA PARTY
4804,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6854,10000000,BHARATIYA JANATA PARTY
4805,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6856,10000000,BHARATIYA JANATA PARTY
4806,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6864,10000000,BHARATIYA JANATA PARTY
4807,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6862,10000000,BHARATIYA JANATA PARTY
4808,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6860,10000000,BHARATIYA JANATA PARTY
4809,06-07-2021,MYTRAH ENERGY INDIA PRIVATE LIMITED,6858,10000000,BHARATIYA JANATA PARTY
4810,06-07-2021,NAMIT PURI,1073,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4811,06-07-2021,NAMIT PURI,1066,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4812,06-07-2021,NAMIT PURI,25112,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4813,06-07-2021,NAMIT PURI,25116,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4814,06-07-2021,NAMIT PURI,25114,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4815,06-07-2021,NAMIT PURI,25109,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4816,06-07-2021,NAMIT PURI,25130,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4817,06-07-2021,NAMIT PURI,25124,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4818,06-07-2021,NAMIT PURI,25119,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4819,06-07-2021,NAMIT PURI,25121,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4820,06-07-2021,NAMIT PURI,25106,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4821,06-07-2021,NAMIT PURI,25126,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4822,06-07-2021,PLUTO FINANCE PRIVATE LTD,13832,1000000,ALL INDIA TRINAMOOL CONGRESS
4823,06-07-2021,PLUTO FINANCE PRIVATE LTD,13830,1000000,ALL INDIA TRINAMOOL CONGRESS
4824,06-07-2021,PLUTO FINANCE PRIVATE LTD,1380,100000,ALL INDIA TRINAMOOL CONGRESS
4825,06-07-2021,PLUTO FINANCE PRIVATE LTD,1382,100000,ALL INDIA TRINAMOOL CONGRESS
4826,06-07-2021,PLUTO FINANCE PRIVATE LTD,1386,100000,ALL INDIA TRINAMOOL CONGRESS
4827,06-07-2021,PLUTO FINANCE PRIVATE LTD,1384,100000,ALL INDIA TRINAMOOL CONGRESS
4828,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,13921,1000000,ALL INDIA TRINAMOOL CONGRESS
4829,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,1377,100000,ALL INDIA TRINAMOOL CONGRESS
4830,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9901,10000,ALL INDIA TRINAMOOL CONGRESS
4831,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9909,10000,ALL INDIA TRINAMOOL CONGRESS
4832,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9905,10000,ALL INDIA TRINAMOOL CONGRESS
4833,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9915,10000,ALL INDIA TRINAMOOL CONGRESS
4834,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9907,10000,ALL INDIA TRINAMOOL CONGRESS
4835,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9903,10000,ALL INDIA TRINAMOOL CONGRESS
4836,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9911,10000,ALL INDIA TRINAMOOL CONGRESS
4837,06-07-2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,9913,10000,ALL INDIA TRINAMOOL CONGRESS
4838,06-07-2021,RITESH PROJECTS PVT LTD,8238,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4839,06-07-2021,RITESH PROJECTS PVT LTD,8240,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4840,06-07-2021,RITESH REAL ESTATES PVT LTD,13841,1000000,ALL INDIA TRINAMOOL CONGRESS
4841,06-07-2021,RITESH REAL ESTATES PVT LTD,13839,1000000,ALL INDIA TRINAMOOL CONGRESS
4842,06-07-2021,RITESH REAL ESTATES PVT LTD,13837,1000000,ALL INDIA TRINAMOOL CONGRESS
4843,06-07-2021,RITESH REAL ESTATES PVT LTD,1395,100000,ALL INDIA TRINAMOOL CONGRESS
4844,06-07-2021,RITESH REAL ESTATES PVT LTD,1393,100000,ALL INDIA TRINAMOOL CONGRESS
4845,06-07-2021,RITESH REAL ESTATES PVT LTD,1389,100000,ALL INDIA TRINAMOOL CONGRESS
4846,06-07-2021,RITESH REAL ESTATES PVT LTD,1391,100000,ALL INDIA TRINAMOOL CONGRESS
4847,06-07-2021,RITESH VANIJYA PRIVATE LIMITED,13941,1000000,ALL INDIA TRINAMOOL CONGRESS
4848,06-07-2021,RITESH VANIJYA PRIVATE LIMITED,13943,1000000,ALL INDIA TRINAMOOL CONGRESS
4849,06-07-2021,RITESH VANIJYA PRIVATE LIMITED,13945,1000000,ALL INDIA TRINAMOOL CONGRESS
4850,06-07-2021,SANJAY KUMAR,12766,1000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
4851,06-07-2021,SAROJIT KUMAR DEY,13937,1000000,ALL INDIA TRINAMOOL CONGRESS
4852,06-07-2021,SAROJIT KUMAR DEY,13927,1000000,ALL INDIA TRINAMOOL CONGRESS
4853,06-07-2021,SAROJIT KUMAR DEY,13935,1000000,ALL INDIA TRINAMOOL CONGRESS
4854,06-07-2021,SAROJIT KUMAR DEY,13929,1000000,ALL INDIA TRINAMOOL CONGRESS
4855,06-07-2021,SAROJIT KUMAR DEY,13939,1000000,ALL INDIA TRINAMOOL CONGRESS
4856,06-07-2021,SAROJIT KUMAR DEY,13933,1000000,ALL INDIA TRINAMOOL CONGRESS
4857,06-07-2021,SAROJIT KUMAR DEY,13931,1000000,ALL INDIA TRINAMOOL CONGRESS
4858,06-07-2021,SAROJIT KUMAR DEY,13923,1000000,ALL INDIA TRINAMOOL CONGRESS
4859,06-07-2021,SAROJIT KUMAR DEY,13925,1000000,ALL INDIA TRINAMOOL CONGRESS
4860,06-07-2021,SAROJIT KUMAR DEY,1378,100000,ALL INDIA TRINAMOOL CONGRESS
4861,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,13838,1000000,ALL INDIA TRINAMOOL CONGRESS
4862,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,13842,1000000,ALL INDIA TRINAMOOL CONGRESS
4863,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,13834,1000000,ALL INDIA TRINAMOOL CONGRESS
4864,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,13836,1000000,ALL INDIA TRINAMOOL CONGRESS
4865,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,13840,1000000,ALL INDIA TRINAMOOL CONGRESS
4866,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,1396,100000,ALL INDIA TRINAMOOL CONGRESS
4867,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,1394,100000,ALL INDIA TRINAMOOL CONGRESS
4868,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,1392,100000,ALL INDIA TRINAMOOL CONGRESS
4869,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,1388,100000,ALL INDIA TRINAMOOL CONGRESS
4870,06-07-2021,SHIV SHANKAR SECURITIES PVT LTD,1390,100000,ALL INDIA TRINAMOOL CONGRESS
4871,06-07-2021,VPL OIL MARKETING PVT LTD,13828,1000000,ALL INDIA TRINAMOOL CONGRESS
4872,06-07-2021,VPL OIL MARKETING PVT LTD,13947,1000000,ALL INDIA TRINAMOOL CONGRESS
4873,06-07-2021,VPL OIL MARKETING PVT LTD,13826,1000000,ALL INDIA TRINAMOOL CONGRESS
4874,06-07-2021,VPL OIL MARKETING PVT LTD,13949,1000000,ALL INDIA TRINAMOOL CONGRESS
4875,07-07-2021,CRESCENT POWER LTD,8249,10000000,ALL INDIA TRINAMOOL CONGRESS
4876,07-07-2021,CRESCENT POWER LTD,8247,10000000,ALL INDIA TRINAMOOL CONGRESS
4877,07-07-2021,CRESCENT POWER LTD,8279,10000000,ALL INDIA TRINAMOOL CONGRESS
4878,07-07-2021,CRESCENT POWER LTD,8277,10000000,ALL INDIA TRINAMOOL CONGRESS
4879,07-07-2021,CRESCENT POWER LTD,8281,10000000,ALL INDIA TRINAMOOL CONGRESS
4880,07-07-2021,DEEPAK KUMAR AGARWAL,1410,100000,ALL INDIA TRINAMOOL CONGRESS
4881,07-07-2021,DEEPAK KUMAR AGARWAL,1412,100000,ALL INDIA TRINAMOOL CONGRESS
4882,07-07-2021,DEEPAK KUMAR AGARWAL,1418,100000,ALL INDIA TRINAMOOL CONGRESS
4883,07-07-2021,DEEPAK KUMAR AGARWAL,1414,100000,ALL INDIA TRINAMOOL CONGRESS
4884,07-07-2021,DEEPAK KUMAR AGARWAL,1416,100000,ALL INDIA TRINAMOOL CONGRESS
4885,07-07-2021,DEEPAK KUMAR AGARWAL,1420,100000,ALL INDIA TRINAMOOL CONGRESS
4886,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8283,10000000,ALL INDIA TRINAMOOL CONGRESS
4887,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8291,10000000,ALL INDIA TRINAMOOL CONGRESS
4888,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8285,10000000,ALL INDIA TRINAMOOL CONGRESS
4889,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8297,10000000,ALL INDIA TRINAMOOL CONGRESS
4890,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8293,10000000,ALL INDIA TRINAMOOL CONGRESS
4891,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8289,10000000,ALL INDIA TRINAMOOL CONGRESS
4892,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8299,10000000,ALL INDIA TRINAMOOL CONGRESS
4893,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8287,10000000,ALL INDIA TRINAMOOL CONGRESS
4894,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8302,10000000,ALL INDIA TRINAMOOL CONGRESS
4895,07-07-2021,DHARIWAL INFRASTRUCTURE LIMITED,8295,10000000,ALL INDIA TRINAMOOL CONGRESS
4896,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8588,10000000,ALL INDIA TRINAMOOL CONGRESS
4897,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8627,10000000,ALL INDIA TRINAMOOL CONGRESS
4898,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8522,10000000,ALL INDIA TRINAMOOL CONGRESS
4899,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8512,10000000,ALL INDIA TRINAMOOL CONGRESS
4900,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8592,10000000,ALL INDIA TRINAMOOL CONGRESS
4901,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8641,10000000,ALL INDIA TRINAMOOL CONGRESS
4902,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8520,10000000,ALL INDIA TRINAMOOL CONGRESS
4903,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8515,10000000,ALL INDIA TRINAMOOL CONGRESS
4904,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8633,10000000,ALL INDIA TRINAMOOL CONGRESS
4905,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8584,10000000,ALL INDIA TRINAMOOL CONGRESS
4906,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8635,10000000,ALL INDIA TRINAMOOL CONGRESS
4907,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8629,10000000,ALL INDIA TRINAMOOL CONGRESS
4908,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8594,10000000,ALL INDIA TRINAMOOL CONGRESS
4909,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8509,10000000,ALL INDIA TRINAMOOL CONGRESS
4910,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8645,10000000,ALL INDIA TRINAMOOL CONGRESS
4911,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8579,10000000,ALL INDIA TRINAMOOL CONGRESS
4912,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8600,10000000,ALL INDIA TRINAMOOL CONGRESS
4913,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8639,10000000,ALL INDIA TRINAMOOL CONGRESS
4914,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8586,10000000,ALL INDIA TRINAMOOL CONGRESS
4915,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8598,10000000,ALL INDIA TRINAMOOL CONGRESS
4916,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8643,10000000,ALL INDIA TRINAMOOL CONGRESS
4917,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8637,10000000,ALL INDIA TRINAMOOL CONGRESS
4918,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8524,10000000,ALL INDIA TRINAMOOL CONGRESS
4919,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8596,10000000,ALL INDIA TRINAMOOL CONGRESS
4920,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8510,10000000,ALL INDIA TRINAMOOL CONGRESS
4921,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8577,10000000,ALL INDIA TRINAMOOL CONGRESS
4922,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8631,10000000,ALL INDIA TRINAMOOL CONGRESS
4923,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8582,10000000,ALL INDIA TRINAMOOL CONGRESS
4924,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8590,10000000,ALL INDIA TRINAMOOL CONGRESS
4925,07-07-2021,FUTURE GAMING AND HOTEL SERVICES PR,8517,10000000,ALL INDIA TRINAMOOL CONGRESS
4926,07-07-2021,HARDESH ORES PVT LTD,3977,10000000,BHARATIYA JANATA PARTY
4927,07-07-2021,HARDESH ORES PVT LTD,3980,10000000,BHARATIYA JANATA PARTY
4928,07-07-2021,HARDESH ORES PVT LTD,3978,10000000,BHARATIYA JANATA PARTY
4929,07-07-2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13884,1000000,ALL INDIA TRINAMOOL CONGRESS
4930,07-07-2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13878,1000000,ALL INDIA TRINAMOOL CONGRESS
4931,07-07-2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13886,1000000,ALL INDIA TRINAMOOL CONGRESS
4932,07-07-2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13874,1000000,ALL INDIA TRINAMOOL CONGRESS
4933,07-07-2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13882,1000000,ALL INDIA TRINAMOOL CONGRESS
4934,07-07-2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13876,1000000,ALL INDIA TRINAMOOL CONGRESS
4935,07-07-2021,HIMADRI KHAN COUNTRY SPIRIT BOTTLING PLA NT CUM WARE HOUSE,13880,1000000,ALL INDIA TRINAMOOL CONGRESS
4936,07-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13877,1000000,ALL INDIA TRINAMOOL CONGRESS
4937,07-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13883,1000000,ALL INDIA TRINAMOOL CONGRESS
4938,07-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13885,1000000,ALL INDIA TRINAMOOL CONGRESS
4939,07-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13879,1000000,ALL INDIA TRINAMOOL CONGRESS
4940,07-07-2021,MONALISA BOTTLING INDUSTRIES PVT LTD,13881,1000000,ALL INDIA TRINAMOOL CONGRESS
4941,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13211,1000000,ALL INDIA TRINAMOOL CONGRESS
4942,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13207,1000000,ALL INDIA TRINAMOOL CONGRESS
4943,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13209,1000000,ALL INDIA TRINAMOOL CONGRESS
4944,07-07-2021,PRARAMBH SECURITIES PVT LTDOWN A/C,13213,1000000,ALL INDIA TRINAMOOL CONGRESS
